arm,pre_q_original,post_q_original,pre_q,post_q
control,This house has a brick exterior. It is a french style of house which incorporates the attic into a third floor. The house has two chimneys which indicates it has at least two fireplaces. The first floor of the house has two very large bay windows.,This house has a third floor in the attic. The house has a brick exterior. This house has two chimneys. The front of the house has 12 windows.,this house have a brick exterior. it be a french style of house which incorporate the attic into a 3 floor. the house have two chimney which indicate it have at little two fireplace. the first floor of the house have two very large bay window.,this house have a 3 floor in the attic. the house have a brick exterior. this house have two chimney. the front of the house have 12 window.
control,A beautiful three-story brick house. The house has two chimneys. The house also has two large bay windows in the front. There is a beautiful garden in the front of the house.,This three-story house is made of brick. It has two chimneys. It is an older home. There are mature trees in front of the house.,a beautiful three - story brick house. the house have two chimney. the house also have two large bay window in the front. there be a beautiful garden in the front of the house.,this three - story house be make of brick. it have two chimney. it be a old home. there be mature tree in front of the house.
control,Beautiful Victorian style 3 story home.  This home also has 2 gorgeous bay windows on the ground floor. Two fireplaces in each side of the home for the cold winter nights.  Gorgeous red brick and white window trim adds beauty.,"Beautiful three story home.  It has a small fenced in area around the front of the house.  You have some privacy, because its not real close to other neighbors.  The two fireplaces will help keep you warm in the winter time.",beautiful victorian style 3 story home. this home also have 2 gorgeous bay window on the grind floor. two fireplace in each side of the home for the cold winter night. gorgeous red brick and white window trim add beauty.,"beautiful three story home. it have a small fence in area around the front of the house. you have some privacy, because its not real close to other neighbor. the two fireplace will help keep you warm in the winter time."
control,"A Tudor styled two story with a gable roof with dormers for living space in the attic. There are two large bay windows on the ground floor sandwiching an enclosed brick entry. The house appears to have brick walls, or at least walls sheathed with brick. There are two chimneys on either end of the gable. It has a traditional appearance and a well tended array of plants around the front of the house. Three evenly spaced windows run across the second floor and are trimmed with brick.",The house is two stories tall with a large gabled roof forming a living space in the attic. The roof has a chimney on either end. There are four windows with an enclosed entry in the center on the first floor. There are five windows across the front of the second floor. There are 3 small dormers with windows across the face of the roof. The house appears to be built of brick.,"a tudor style two story with a gable roof with dormer for live space in the attic. there be two large bay window on the grind floor sandwich a enclose brick entry. the house appear to have brick wall, or at little wall sheathe with brick. there be two chimney on either end of the gable. it have a traditional appearance and a good tend array of plant around the front of the house. three evenly space window run across the 2 floor and be trim with brick.",the house be two story tall with a large gabled roof form a live space in the attic. the roof have a chimney on either end. there be four window with a enclose entry in the center on the first floor. there be five window across the front of the 2 floor. there be 3 small dormer with window across the face of the roof. the house appear to be build of brick.
control,The country estate is built from brick and has a three story feature. There are flowers and bushes planted along the front. The entry-way features an arch and a overhang before arriving inside. There's also a small walkway that takes you to the side street.,The mansion features a four story stone bricks built design. There's white window frames and gutters on the front. Two chimneys are built from brick occupies each corner. The front door is painted black.,the country estate be build from brick and have a three story feature. there be flower and bush plant along the front. the entry - way feature a arch and a overhang before arrive inside. there's also a small walkway that take you to the side street.,the mansion feature a four story stone brick build design. there's white window frame and gutter on the front. two chimney be build from brick occupy each corner. the front door be paint black.
control,"The house is the storybook type, with large bedrooms and lots of windows. Bay windows are downstairs and aligned with upstairs windows. There is a driveway on the left side of the house that wraps around to the back. The house features two fireplaces, one on the left and one on the right side. There is a lovely garden in the front yard that is nicely manicured.","This house is colonial styled, with charming windows a-plenty. The small garden in front is housed behind a wrought iron fence. Two trees out front tend to bloom nicely during warm seasons. Symmetry is abundant with this house, and the rooms are very spacious.","the house be the storybook type, with large bedroom and lot of window. bay window be downstairs and align with upstairs window. there be a driveway on the leave side of the house that wrap around to the back. the house feature two fireplace, one on the leave and one on the right side. there be a lovely garden in the front yard that be nicely manicure.","this house be colonial style, with charm window a - plenty. the small garden in front be house behind a work iron fence. two tree out front tend to bloom nicely during warm season. symmetry be abundant with this house, and the room be very spacious."
control,"This house is located in the English countryside.
This house has 2 bay windows in the front
This home is 3 stories.
This home has a small front yard.","This house looks centuries old.
this house has very limited front space.
this house is 3 stories tall
This house is large.",this house be locate in the english countryside. this house have 2 bay window in the front this home be 3 story. this home have a small front yard.,this house look century old. this house have very limit front space. this house be 3 story tall this house be large.
control,"Beautiful large country home
Gorgeous landscaping
Lovely brick home
Spacious home","Large country home
Classical style
Many large windows
Fence around the home",beautiful large country home gorgeous landscape lovely brick home spacious home,large country home classical style many large window fence around the home
control,"The house is mainly red and gray. It has a red roof, with red brick outline around the windows. It has two bay windows on the first floor. It also has many red flowers in the front lawn.","This is a brown house with a hint of orange. It is all brick and has a lot of windows too. It seems more like an older house, and has a rustic look. It also has three floors to it.","the house be mainly red and gray. it have a red roof, with red brick outline around the window. it have two bay window on the first floor. it also have many red flower in the front lawn.","this be a brown house with a hint of orange. it be all brick and have a lot of window too. it seem much like a old house, and have a rustic look. it also have three floor to it."
control,"This is a very charming olderbrick home that is nicely landscaped. This home has updated windows and 2 large bay windows for a lot of sunlight. For those cold chilly nights there are 2 fireplaces. This home would be great for a large family or perfect for a bed and breakfast.
",Very large old style brick home with updated features. This home has a lot of windows to enjoy those nice sunny days. On chilly nights there are 2 fireplaces. This home has been well cared for and has a very modern look to it. The house is fenced in and landscaped.,this be a very charm olderbrick home that be nicely landscape. this home have update window and 2 large bay window for a lot of sunlight. for that cold chilly night there be 2 fireplace. this home would be great for a large family or perfect for a bed and breakfast.,very large old style brick home with update feature. this home have a lot of window to enjoy that nice sunny day. on chilly night there be 2 fireplace. this home have be good care for and have a very modern look to it. the house be fence in and landscape.
control,"It looks to be a cozy,solidly built brick house.It has two fireplaces or heating sources.Plenty of windows to let in plenty of natural daylight.It also appears to have some nice landscaped features and is street side or near a bike path.",A solidly built but drab colored brick house.It is built in the same style as the first house that was viewed.The wrought iron fence is a nice touch.It looks like it gets much less natural daylight in the summer due to shade trees.,"it look to be a cozy, solidly build brick house. it have two fireplace or heat source. plenty of window to let in plenty of natural daylight. it also appear to have some nice landscape feature and be street side or near a bike path.",a solidly build but drab color brick house. it be build in the same style as the first house that be view. the work iron fence be a nice touch. it look like it get much little natural daylight in the summer due to shade tree.
control,Very beautiful. It is colorful. It is well designed. It is huge and good looking.,It is a colorful house. It is surrounded by lot of tall trees. The house has so many windows. It looks huge.,very beautiful. it be colorful. it be good design. it be huge and good look.,it be a colorful house. it be surround by lot of tall tree. the house have so many window. it look huge.
control,The house is made out of brick. It has window seats. It has attic windows. It is well landscaped.,It is a brick house. It has attic windows. It has a fence around it. It has close neighbors on either side.,the house be make out of brick. it have window seat. it have attic window. it be good landscape.,it be a brick house. it have attic window. it have a fence around it. it have close neighbor on either side.
control,It is a 3 story house made of gray and red bricks. It has many windows painted in white ( some in the French style). The main entrance is framed by two huge windows. They are two chimneys and an attic with three small windows.,This is an old house that is at least 200 years old. It is made of brownish brick. It has two main floors and an attic. Each floors has 5 windows (in the French style) and the attic on top is a slanted roof with three small windows and two chimneys on top. The house is framed by a small black iron fence.,it be a 3 story house make of gray and red brick. it have many window paint in white ( some in the french style ). the main entrance be frame by two huge window. they be two chimney and a attic with three small window.,this be a old house that be at little 200 year old. it be make of brownish brick. it have two main floor and a attic. each floor have 5 window ( in the french style ) and the attic on top be a slant roof with three small window and two chimney on top. the house be frame by a small black iron fence.
control,This is a large family house. It has 8 windows; most of the are on the roof of the house. It has a red brick roof. The front of the house has a small garden area.,"This is a medium sized family home. There are 12 windows in total, with most of them being at the front of the house. The house is a pale green color and is between two trees. The window panes are white. The house has a small fence in the front.",this be a large family house. it have 8 window; much of the be on the roof of the house. it have a red brick roof. the front of the house have a small garden area.,"this be a medium size family home. there be 12 window in total, with much of them be at the front of the house. the house be a pale green color and be between two tree. the window pane be white. the house have a small fence in the front."
control,Colorful front lawn. Nice classic era look on the front. Two story house. Relatively expensive looking.,Looks like a colonial design. Sparse front lawn. uniformed in color. looks relatively ugly,colorful front lawn. nice classic era look on the front. two story house. relatively expensive look.,look like a colonial design. sparse front lawn. uniform in color. look relatively ugly
control,this house is very big. It has a nice structure. It's surrounded by roses. I's got a tall infrastructure,This is a nice house. It's got trees in front of it. It's very tall and big. It's got a nice foundation,this house be very big. it have a nice structure. it's surround by rise. i get a tall infrastructure,this be a nice house. it's get tree in front of it. it's very tall and big. it's get a nice foundation
control,"This is a nice colonial home.
I love the orange flowers in front too.
this house has multi pane window sash 
I see the trim seems to be hve the same color as the roof  burnt orange
the house has nice bay windows","This home has a gated fence in front
This house has three dormars on the roof
I like the brick vener siding which is brown
I love the front door trim a frame type trim with the paldian window under it and over the door",this be a nice colonial home. i love the orange flower in front too. this house have multi pane window sash i see the trim seem to be hve the same color as the roof burn orange the house have nice bay window,this home have a gate fence in front this house have three dormars on the roof i like the brick vener side which be brown i love the front door trim a frame type trim with the paldian window under it and over the door
control,This house has gorgeous flowers out front. The brick gives a nice rustic vibe and it looks extra cozy. The trees add some extra touches to the house and it's the perfect size.,This house is a gorgeous brick house and it's covered in vines. The vines help give the house a nice unique touch. The house is the perfect size and it's full of open windows.,this house have gorgeous flower out front. the brick give a nice rustic vibe and it look extra cozy. the tree add some extra touch to the house and it's the perfect size.,this house be a gorgeous brick house and it's cover in vine. the vine help give the house a nice unique touch. the house be the perfect size and it's full of open window.
control,It's looking very nice and shiny.I liked this so much.I want to live in this beautiful house.I liked this colour of house.The plants in frount of house looking well.,I liked this house so much i want to live in this house.I want to buy this super house as soon as possible.,it's look very nice and shiny. i like this so much. i want to live in this beautiful house. i like this colour of house. the plant in frount of house look good.,i like this house so much i want to live in this house. i want to buy this super house as soon as possible.
control,"The house appears to be an older, traditional-style brick home. The house has red and light brown brick with a red roof. There are two bay windows on the first story, and three large windows on the second story. The house is also well landscaped with red flowers and shrubbery in the front garden.","This house appears to be an older, colonial-style home. The home is made of light brown brick and has many windows. The windows and door are framed in white, and there are several large trees in front of the home. The home is quite large but appears to have a small front yard.","the house appear to be a old, traditional - style brick home. the house have red and light brown brick with a red roof. there be two bay window on the first story, and three large window on the 2 story. the house be also good landscape with red flower and shrubbery in the front garden.","this house appear to be a old, colonial - style home. the home be make of light brown brick and have many window. the window and door be frame in white, and there be several large tree in front of the home. the home be quite large but appear to have a small front yard."
control,"This house looks like something straight out of the UK, built a few hundred years ago, and occupied by the ancestors of the original owners.  The brick accents around the windows, walls, and portico might look a little weird by themselves, but when you add the roof to the red scheme, it's actually pretty wonderful.  The roof itself is so unusual because of the color, and it looks almost like velvet - like it'd be soft to the touch.  Of course the landscaping is meant to accent all that lovely red, and it does, without being too much.  All in all, this is a whimsical, wonderful house.","This house is a dead ringer for the one with the red accents, right down to the brick-ringed windows, brick stripe along the front, and twin chimneys on either side.  There are a few differences, though.  The roof is not red, like the other one, and the portico is quite different.  The landscaping is different, as is the front yard, and it doesn't look like a road passes right by the side either.  This house has to be either built/designed by the the same person who designed and built the red-accented one, or built the same by someone who was inspired by the other house.  It still looks a few hundred years old, still looks occupied by the same family who built it's kin, but it's like it was transplanted elsewhere - maybe in the US by someone who came here from England before or during the Revolutionary War.  Wonderful old house, probably has a lot of ghosts.","this house look like something straight out of the uk, build a few hundred year ago, and occupy by the ancestor of the original owner. the brick accent around the window, wall, and portico may look a little weird by themselves, but when you add the roof to the red scheme, it's actually pretty wonderful. the roof itself be so unusual because of the color, and it look almost like velvet - like it'd be soft to the touch. of course the landscape be mean to accent all that lovely red, and it do, without be too much. all in all, this be a whimsical, wonderful house.","this house be a dead ringer for the one with the red accent, right down to the brick - ring window, brick stripe along the front, and twin chimney on either side. there be a few difference, though. the roof be not red, like the other one, and the portico be quite different. the landscape be different, as be the front yard, and it doesn't look like a road pass right by the side either. this house have to be either build / design by the the same person who design and build the red - accent one, or build the same by someone who be inspire by the other house. it still look a few hundred year old, still look occupy by the same family who build it's kin, but it's like it be transplant elsewhere - maybe in the us by someone who come here from england before or during the revolutionary war. wonderful old house, probably have a lot of ghost."
control,"This is a stone faced house with two chimneys. Two bay windows also present a nice facade. The bay windows bracket a small covered porch. Three dormers set off the red tile roof. A profusion of color decorates the front in the flowers, bushes, and trees.","This is an old stone house, a little small but very nice and presentable. Three dormers are present in the roof, which is topped by chimneys at either end. The front door is in the center of the house and is flanked by four white framed windows, two on either side. An additional five white framed windows line the second story beneath the dormers. A delicate black iron fence protects the house, with little or no front yard behind it and a single step down to the pavement in front.","this be a stone face house with two chimney. two bay window also present a nice facade. the bay window bracket a small cover porch. three dormer set off the red tile roof. a profusion of color decorate the front in the flower, bush, and tree.","this be a old stone house, a little small but very nice and presentable. three dormer be present in the roof, which be top by chimney at either end. the front door be in the center of the house and be flank by four white frame window, two on either side. a additional five white frame window line the 2 story beneath the dormer. a delicate black iron fence protect the house, with little or no front yard behind it and a single step down to the pavement in front."
control,"This elegant home features bay windows, two chimneys, three spacious floors and an inviting entry. You will love the view of the garden. The landscaping is just beautiful. This home would be great for a family with its spacious floor plan.","You will love this home that is a part of American history. This historic home would be perfect for a family to create even more memories. This home has spacious room, a lovely entryway and several chimneys. The yard is very spacious.","this elegant home feature bay window, two chimney, three spacious floor and a invite entry. you will love the view of the garden. the landscape be just beautiful. this home would be great for a family with its spacious floor plan.","you will love this home that be a part of american history. this historic home would be perfect for a family to create even much memory. this home have spacious room, a lovely entryway and several chimney. the yard be very spacious."
control,"This house is designed very well. It has many windows to allow for natural light, and heat. It is laid out in a symmetrical design, that keeps the entire house into a equal perspective. It is on a quiet street, and has a very nice yard. This would be a nice house for anyone.","This is a beautiful old style house, with sort of a Victorian design. It is laid out very equally, so that all of it is very symmetrical. There are a great many windows throughout the entire structure to allow for natural sunlight much of the day. It is on a nice big lot, with many trees, and other bushes and plants.","this house be design very good. it have many window to allow for natural light, and heat. it be lie out in a symmetrical design, that keep the entire house into a equal perspective. it be on a quiet street, and have a very nice yard. this would be a nice house for anyone.","this be a beautiful old style house, with sort of a victorian design. it be lie out very equally, so that all of it be very symmetrical. there be a great many window throughout the entire structure to allow for natural sunlight much of the day. it be on a nice big lot, with many tree, and other bush and plant."
control,older brick house. a red roof that has paint fading off the top of the roof. very big maybe three stories tall and in ok condition,"a brown older style house, many windows or rooms in the house. its still in tact and looking like it is in good condition. surrounded by beautiful trees",old brick house. a red roof that have paint fade off the top of the roof. very big maybe three story tall and in okay condition,"a brown old style house, many window or room in the house. its still in tact and look like it be in good condition. surround by beautiful tree"
control,This house is a colonial. It is well maintained and features dormer windows on the top. The house was built years ago and maintains an elegant character. The brick is grey and red with what seems to be a dark red roof.,This is a colonial house. It features dorm windows on the top and a black metal fence surrounding the property. The window frames are white with red brick around them while the house and roof seems to be a mixture of grey and red. It also features 2 chimneys on the top of the house.,this house be a colonial. it be good maintain and feature dormer window on the top. the house be build year ago and maintain a elegant character. the brick be grey and red with what seem to be a dark red roof.,this be a colonial house. it feature dorm window on the top and a black metal fence surround the property. the window frame be white with red brick around them while the house and roof seem to be a mixture of grey and red. it also feature 2 chimney on the top of the house.
control,"This house is built in the style of the early twentieth century. The colors juxtapose a warm and rich red with a more calming gray in the brick color. The house has two stories, but also an attic with windows. Two large bay windows flank the door, one on each side, and open it to the outside light.","This house has a more dark and almost gothic look to it. Windows plaster the front, occupying a significant portion of the overall surface. The fence that surrounds it almost seems to keep things in, rather than keep things out. The red brick that outlines the windows gives the house a little color in an otherwise dull and dark image.","this house be build in the style of the early 20 century. the color juxtapose a warm and rich red with a much calm gray in the brick color. the house have two story, but also a attic with window. two large bay window flank the door, one on each side, and open it to the outside light.","this house have a much dark and almost gothic look to it. window plaster the front, occupy a significant portion of the overall surface. the fence that surround it almost seem to keep thing in, rather than keep thing out. the red brick that outline the window give the house a little color in a otherwise dull and dark image."
control,The is a charming three story home. It has brick facing and a well manicured lawn with beautiful shrubbery.  There are two fireplaces - one at each end of the home. This home also has two amazing bow windows on the first floor.,The is a very traditional looking turn of the century home. It's graceful with tremendous curb appeal.  Plenty of sunshine will radiate through it numerous windows.  A perfect home for entertaining and family gatherings!,the be a charm three story home. it have brick face and a good manicure lawn with beautiful shrubbery. there be two fireplace - one at each end of the home. this home also have two amaze bow window on the first floor.,the be a very traditional look turn of the century home. it's graceful with tremendous curb appeal. plenty of sunshine will radiate through it numerous window. a perfect home for entertain and family gather!
control,"This is a beautiful brick house. There are 2 big bay windows at the left and right side of the front of the house. The house has 2 chimney stacks meaning there are 2 fireplaces in the house. Although brick house are usually older and sometimes can look dated this one looks well maintained, clean and rather modern looking.",This is a brick house. It looks rather dated and weathered. It does look to be of good size and well maintained for a house that has got to be at least 50 years old. There are 2 fireplaces located at each end of the house as evidenced by the 2 chimney stacks jutting up of the roof of the house. It has a wrought iron fence surrounding the front of the house.,"this be a beautiful brick house. there be 2 big bay window at the leave and right side of the front of the house. the house have 2 chimney stack mean there be 2 fireplace in the house. although brick house be usually old and sometimes can look date this one look good maintain, clean and rather modern look.",this be a brick house. it look rather date and weather. it do look to be of good size and good maintain for a house that have get to be at little 50 year old. there be 2 fireplace locate at each end of the house as evidence by the 2 chimney stack jut up of the roof of the house. it have a work iron fence surround the front of the house.
control,"The house resembles a traditional English cottage.The house is minimum two floors, possibly with an attic. There are two chimneys in the house, both on opposite sides of the house. The house seems to be of brick with red shingles.",A black gate surrounds the traditional English home. Three attic windows sit near the roof of the home. The second story consists of five windows. The house is mostly brown with red bricks.,"the house resemble a traditional english cottage. the house be minimum two floor, possibly with a attic. there be two chimney in the house, both on opposite side of the house. the house seem to be of brick with red shingle.",a black gate surround the traditional english home. three attic window sit near the roof of the home. the 2 story consist of five window. the house be mostly brown with red brick.
control,"The house is very cute. It has a two large bay windows in the front. It looks like it is completely made of brick, including a brick roof. There is a chimney on both sides of the roof. In the front there is a garden.","This house is also completely brick, but more like a tan brick instead of a red brick. It has a lot of window on the front but no bay windows. Instead it has two main square windows and three windows in the attic. It has a shrub and two trees in front. There is a black door.","the house be very cute. it have a two large bay window in the front. it look like it be completely make of brick, include a brick roof. there be a chimney on both side of the roof. in the front there be a garden.","this house be also completely brick, but much like a tan brick instead of a red brick. it have a lot of window on the front but no bay window. instead it have two main square window and three window in the attic. it have a shrub and two tree in front. there be a black door."
control,"An attractive and compact two story brick home.  Classic colors and design, with a nice feel.  It sits on a well landscaped lot, and has been nicely maintained.  A beautiful home for anyone who likes timeless properties.","A wonderfully sturdy home for any large family.  Brick construction with neutral colors offers an opportunity to apply a broad palette to personalize it.  Three stories will provide plenty of room for the kids to spread out on rainy days.  Classic, comfortable, and traditional to appeal to anyone who likes the familiar.","a attractive and compact two story brick home. classic color and design, with a nice feel. it sit on a good landscape lot, and have be nicely maintain. a beautiful home for anyone who like timeless property.","a wonderfully sturdy home for any large family. brick construction with neutral color offer a opportunity to apply a broad palette to personalize it. three story will provide plenty of room for the kid to spread out on rainy day. classic, comfortable, and traditional to appeal to anyone who like the familiar."
control,"The house is an older style brick home but is quite classy.  It is a two level story home with two bay windows in the front.  There is a nice little entry way surrounded by brick.  The roof red in color and the house is a gray brick.  The windows are trimmed with white.  There are two chimneys, one at each end of the house.","The house is a nice two story home.  It appears to be an older style brick home with several windows bound by white.  There are two chimneys poking out from the roof, one at each far end of the roof.  The front door has a triangular shape above it and is also surrounded by white.  The door itself is black.  The bricks of the house are a light brown and the roof color matches.  There are three smaller window poking out from the roof as these may be from rooms in the attic.","the house be a old style brick home but be quite classy. it be a two level story home with two bay window in the front. there be a nice little entry way surround by brick. the roof red in color and the house be a gray brick. the window be trim with white. there be two chimney, one at each end of the house.","the house be a nice two story home. it appear to be a old style brick home with several window bind by white. there be two chimney poke out from the roof, one at each far end of the roof. the front door have a triangular shape above it and be also surround by white. the door itself be black. the brick of the house be a light brown and the roof color match. there be three small window poke out from the roof as this may be from room in the attic."
control,A beautiful house. Bay windows in front. Brick and stone exterior. Fireplaces. Gabled windows on the top floor. I would like to live in this house.,Beautiful 3 story house. Stone and brick exterior. White trim on windows. Chiminies complete the picture.,a beautiful house. bay window in front. brick and stone exterior. fireplace. gabled window on the top floor. i would like to live in this house.,beautiful 3 story house. stone and brick exterior. white trim on window. chiminies complete the picture.
control,"It is a large, 2 story home.
It has a roof that is in need of repair.
It has at least two fireplaces.
It has two large front bay windows on the floor level.","This appears to be a large, 3 story, colonial time house.
It has at least two chimneys.
It has 12 front windows.
It appears to be in excellent condition for its age.","it be a large, 2 story home. it have a roof that be in need of repair. it have at little two fireplace. it have two large front bay window on the floor level.","this appear to be a large, 3 story, colonial time house. it have at little two chimney. it have 12 front window. it appear to be in excellent condition for its age."
control,"This is a colonial-style brick home. It has three floors with windows, and the lower floor has two bay windows, one on either side of the front door. There is a foyer, which is also brick, and lots of beautiful flowers in front of the house. There are a total of three windows on the second floor, and three smaller dormer windows on the third floor. There are two chimneys, one on either side of the house.","This is a three-story colonial style house. It has a front door without a foyer, and two windows on each side of the front door. There are five windows in the second floor and three smaller dormer windows on the third floor. There is a black fence in front, with white flowers behind the fence.","this be a colonial - style brick home. it have three floor with window, and the low floor have two bay window, one on either side of the front door. there be a foyer, which be also brick, and lot of beautiful flower in front of the house. there be a total of three window on the 2 floor, and three small dormer window on the 3 floor. there be two chimney, one on either side of the house.","this be a three - story colonial style house. it have a front door without a foyer, and two window on each side of the front door. there be five window in the 2 floor and three small dormer window on the 3 floor. there be a black fence in front, with white flower behind the fence."
control,It has three stories.  It has chimney at each end of the house.  It appears to be made of brick.  It has two large bay windows on the front.,There is a chimney at each end of the house.  There are nine large windows (and three attic windows) on the front of the house.  The house has three stories.  This appears to be a colonial-style house.,it have three story. it have chimney at each end of the house. it appear to be make of brick. it have two large bay window on the front.,there be a chimney at each end of the house. there be nine large window ( and three attic window ) on the front of the house. the house have three story. this appear to be a colonial - style house.
control,The house has a lot of greenery at the front yard. The house is rather big with a burgundy color scheme. There are multiple windows in the front of the house. It seems to have 3 floors based on the positioning of the windows and it has two patios in the front.,The house has multiple windows (12 windows) in the front. It is rather large and probably contains multiple rooms.The house was constructed using bricks and it has a chimney. There is a little greenery in the front yard and the house has a grayish color scheme with white and burgundy colors used on the widows and their surroundings.,the house have a lot of greenery at the front yard. the house be rather big with a burgundy color scheme. there be multiple window in the front of the house. it seem to have 3 floor base on the position of the window and it have two patio in the front.,the house have multiple window ( 12 window ) in the front. it be rather large and probably contain multiple room. the house be construct use brick and it have a chimney. there be a little greenery in the front yard and the house have a grayish color scheme with white and burgundy color use on the widow and their surround.
control,This is a red brick house with darker red brick accents. These are two chimneys and three dormer windows on the top level. The bottom level has two bay windows and a bricked in entrance way. The middle level have muliti-paned glass windows. The house appears to be very large. The yard is well maintained.,This is a light brown brick house. It has two or three chimneys and three dormers. There are 5 multi-paned windows on the second floor and four on the first. The door is sheltered by a breezeway. The front yard is well maintained but not very ornamental. There appears to be ivy growing up the front of the house.,this be a red brick house with dark red brick accent. this be two chimney and three dormer window on the top level. the bottom level have two bay window and a brick in entrance way. the middle level have muliti - paned glass window. the house appear to be very large. the yard be good maintain.,this be a light brown brick house. it have two or three chimney and three dormer. there be 5 multi - paned window on the 2 floor and four on the first. the door be shelter by a breezeway. the front yard be good maintain but not very ornamental. there appear to be ivy grow up the front of the house.
control,"This elegant colonial style home is incredibly charming. Gorgeous flowers adorn the outside of this captivating home.  The front of the home has large, lovely bay windows.  The home has a beautiful brick exterior.",This charming colonial style residence is full of personality. Lots of beautiful windows adorn the front of this attractive home. The steeply pitched roof and double chimneys enhance the home’s character. The traditional doorway contributes to the homes stately demeanor.,"this elegant colonial style home be incredibly charm. gorgeous flower adorn the outside of this captivate home. the front of the home have large, lovely bay window. the home have a beautiful brick exterior.",this charm colonial style residence be full of personality. lot of beautiful window adorn the front of this attractive home. the steeply pitch roof and double chimney enhance the home ’ s character. the traditional doorway contribute to the home stately demeanor.
control,"The home depicted is an older brick home that has been remodelled in some ways. There are lots of beautiful shrubs, rose bushes and a well maintained tree in front of the home. The house looks to have all new windows that are bright and stand out from the dark brick theme of the house. It is a 3 story home with 2 large front bay windows to let in air and plenty of natural sunlight!",The home in the picture provided is a very very old home that has been standing proudly for a very long time. It appears mostly of light colored worn brick that provides a rustic natural look to the house. It appears to be of the victorian era because of its iron gate type fence along the perimeter of the home. It sits among several other older homes of its type as well. There are lots of small oblong shaped windows to let in a lot of sunlight and fresh air. In front of the home sits some very old oak trees and an old concrete road that appears to be the common theme in this neighborhood.,"the home depict be a old brick home that have be remodel in some way. there be lot of beautiful shrub, rise bush and a good maintain tree in front of the home. the house look to have all new window that be bright and stand out from the dark brick theme of the house. it be a 3 story home with 2 large front bay window to let in air and plenty of natural sunlight!",the home in the picture provide be a very very old home that have be stand proudly for a very long time. it appear mostly of light color wear brick that provide a rustic natural look to the house. it appear to be of the victorian era because of its iron gate type fence along the perimeter of the home. it sit among several other old home of its type as good. there be lot of small oblong shape window to let in a lot of sunlight and fresh air. in front of the home sit some very old oak tree and a old concrete road that appear to be the common theme in this neighborhood.
control,This is a beautiful house. It is very elegant. I love the brick  with the red brick around the windows and door. The bay windows are a great addition to the house. The red flowers really blend it nicely with the red bricks.,This is a 3 story house. It has red brick around the windows. It has a black iron fence  which adds alot to the house. It would make a great house for a growing family. The white windows really pop out and make the house look elegant.,this be a beautiful house. it be very elegant. i love the brick with the red brick around the window and door. the bay window be a great addition to the house. the red flower really blend it nicely with the red brick.,this be a 3 story house. it have red brick around the window. it have a black iron fence which add alot to the house. it would make a great house for a grow family. the white window really pop out and make the house look elegant.
control,"This is a four sided brick house. The house has two stories, with a third story attic. There are two bay windows in the front of the house. This is a very cute house, with a very nice front yard.","This is a four-sided brick home with 3 stories, including the attic. The home has two chimneys, with probably a fireplace in each room. This is a beautiful home.","this be a four side brick house. the house have two story, with a 3 story attic. there be two bay window in the front of the house. this be a very cute house, with a very nice front yard.","this be a four - side brick home with 3 story, include the attic. the home have two chimney, with probably a fireplace in each room. this be a beautiful home."
control,"The nicely sized brick house is beautifully landscaped in the front facing the sidewalk and road.  It has three floors with three windows facing out on the second and third levels.  On the ground level, there are two large bay windows that frame the covered entryway.  The two chimneys finish off a perfectly symmetrical vintage house.","This vintage colonial style house has three floors with a chimney on each end of the house.  There are three windows on the third loft level and large open windows, five, on the second level and four on the ground level.  The house is a neutral brown brick color with white trim windows.  The front year is small but just the right size for low maintenance residents.  It is surrounded by an ornamental rod iron black fence.  The house is very historical looking.","the nicely size brick house be beautifully landscape in the front face the sidewalk and road. it have three floor with three window face out on the 2 and 3 level. on the grind level, there be two large bay window that frame the cover entryway. the two chimney finish off a perfectly symmetrical vintage house.","this vintage colonial style house have three floor with a chimney on each end of the house. there be three window on the 3 loft level and large open window, five, on the 2 level and four on the grind level. the house be a neutral brown brick color with white trim window. the front year be small but just the right size for low maintenance resident. it be surround by a ornamental rod iron black fence. the house be very historical look."
control,The house is a brick structure.  It is a single family house.  The house appears to have two floors and an attic.  The house has two chimneys.,This house has two stories and an attic.  It has two chimneys.  It appears to be made of brick.  The house is a single family home.,the house be a brick structure. it be a single family house. the house appear to have two floor and a attic. the house have two chimney.,this house have two story and a attic. it have two chimney. it appear to be make of brick. the house be a single family home.
control,This is a 3 story charming brick house. It has a rounded entryway in the front. It also has an iron fence and beautiful flowers in the front landscaping. It has a large paved walkway In the front as well.,A 3 story  home with plenty of windows. An iron fence in the front of the house.The house is brown brick with white trim and nice landscaping. This is a large home with a semi new roof and set not far from a sidewalk.,this be a 3 story charm brick house. it have a round entryway in the front. it also have a iron fence and beautiful flower in the front landscape. it have a large pave walkway in the front as good.,a 3 story home with plenty of window. a iron fence in the front of the house. the house be brown brick with white trim and nice landscape. this be a large home with a semi new roof and set not far from a sidewalk.
